plant_area,totalTree_pa,genus_name,n,mean(diameter),min(diameter),max(diameter),median(height_range_id),min(height_range_id),max(height_range_id)
18,422,GLEDITSIA,3,2.8333333333333335,2.5,3,1,1,1
18,422,TAXUS,3,5.5,3,9.25,2,2,2
18,422,TILIA,3,9,6.25,11,3,3,3
14,422,FAGUS,2,3.5,3,4,1,1,1
14,422,GLEDITSIA,2,3.75,3,4.5,1,1,1
14,422,PINUS,2,7.5,7,8,3,3,3
14,422,STYRAX,2,5,5,5,2,2,2
14,422,SYRINGA,2,3.75,3,4.5,1,1,1
14,422,ULMUS,2,31.5,29,34,7.5,7,8
18,422,ALNUS,2,17.5,14,21,5,5,5
18,422,CALOCEDRUS,2,8,6,10,1.5,1,2
18,422,CEDRUS,2,25.25,24,26.5,4.5,4,5
18,422,ILEX,2,8,8,8,1,1,1
18,422,NYSSA,2,3,3,3,1,1,1
18,422,PICEA,2,18,9,27,4,2,6
18,422,STYRAX,2,3,3,3,1,1,1
14,422,BETULA,1,6,6,6,2,2,2
14,422,CARPINUS,1,3,3,3,1,1,1
14,422,CEDRUS,1,8,8,8,1,1,1
14,422,FICUS,1,4,4,4,2,2,2
14,422,KOELREUTERIA,1,3,3,3,1,1,1
14,422,ROBINIA,1,8,8,8,4,4,4
14,422,SORBUS,1,3,3,3,2,2,2
18,422,CERCIDIPHYLLUM,1,3,3,3,2,2,2
18,422,CERCIS,1,3,3,3,1,1,1
18,422,FAGUS,1,3,3,3,1,1,1
18,422,HIBISCUS,1,3,3,3,2,2,2
18,422,LABURNUM,1,4,4,4,1,1,1
18,422,LIQUIDAMBAR,1,10,10,10,2,2,2
18,422,PLATANUS,1,3,3,3,2,2,2
18,422,POPULUS,1,26,26,26,5,5,5
18,422,PTEROCARYA,1,3,3,3,2,2,2
18,422,ROBINIA,1,3,3,3,2,2,2
18,422,SORBUS,1,3,3,3,1,1,1
18,422,SYRINGA,1,10,10,10,1,1,1
18,422,ULMUS,1,25.5,25.5,25.5,5,5,5
25,330,PRUNUS,50,8.085,3,30.5,1,1,3
25,330,ACER,45,6.694444444444445,3,26,1,1,6
25,330,CHAMAECYPARIS,32,13,3,26.5,3,1,5
25,330,CORNUS,18,8.777777777777779,3,40,2,1,4
25,330,MAGNOLIA,17,8.102941176470589,2,26,2,1,3
25,330,MALUS,15,4.833333333333333,3,7,1,1,2
25,330,CRATAEGUS,14,3.5714285714285716,3,5,1,1,2
25,330,PINUS,13,17.53846153846154,3,43,4,1,4
25,330,CEDRUS,12,6.5625,2,28,2,1,6
25,330,METASEQUOIA,9,4.444444444444445,3,15,1,1,2
25,330,SEQUOIADENDRON,9,16.22222222222222,3,58,3,1,7
25,330,FAGUS,8,4.125,2,11,1.5,1,2
25,330,THUJA,8,6.6875,3,12,2,2,2
25,330,ABIES,7,3.392857142857143,3,4.75,1,1,1
25,330,TILIA,7,8.285714285714286,4,10.5,3,2,3
25,330,PLATANUS,6,6.208333333333333,5.5,7.25,3,3,3
25,330,CALOCEDRUS,5,5.2,3,12,1,1,3
25,330,PICEA,5,2.65,2,3,1,1,2
25,330,SORBUS,5,3,3,3,1,1,2
25,330,STEWARTIA,5,3.3,3,4.5,2,1,2
25,330,CATALPA,4,3,3,3,1,1,1
25,330,CERCIS,3,3,3,3,1,1,1
25,330,GLEDITSIA,3,3,3,3,1,1,2
25,330,LIQUIDAMBAR,3,3,3,3,2,2,2
25,330,NYSSA,3,5.333333333333333,3,8,1,1,2
25,330,STYRAX,3,3,3,3,1,1,1
25,330,CERCIDIPHYLLUM,2,3,3,3,1,1,1
25,330,DAVIDIA,2,5.5,3,8,1,1,1
25,330,MANGLIETIA,2,7.25,3,11.5,1,1,1
25,330,PARROTIA,2,4.5,4,5,1.5,1,2
25,330,PAULOWNIA,2,5,5,5,3,3,3
25,330,ULMUS,2,23.5,18,29,4,4,4
25,330,AESCULUS,1,3,3,3,1,1,1
25,330,AMELANCHIER,1,3,3,3,1,1,1
25,330,BETULA,1,19,19,19,5,5,5
25,330,CARPINUS,1,3,3,3,1,1,1
25,330,CASTANEA,1,3,3,3,2,2,2
25,330,GINKGO,1,3,3,3,1,1,1
25,330,GYMNOCLADUS,1,3,3,3,1,1,1
25,330,LIRIODENDRON,1,2,2,2,1,1,1
25,330,PSEUDOTSUGA,1,15.5,15.5,15.5,4,4,4
13,290,ACER,76,5.615131578947368,3,16.5,2,1,4
13,290,FRAXINUS,38,14.43421052631579,3,26,4,1,5
13,290,MALUS,21,3.7976190476190474,3,8,2,1,3
13,290,PRUNUS,19,8.473684210526315,3,17,2,1,3
13,290,STYRAX,18,4.972222222222222,3,7,2,1,2
13,290,QUERCUS,13,7,3,12.5,2,1,4
13,290,FAGUS,11,9.318181818181818,3,20,3,1,3
13,290,LIQUIDAMBAR,11,8.227272727272727,2,16,2,1,4
13,290,ZELKOVA,10,3.455,2.5,5,1,1,3
13,290,TILIA,9,10.944444444444445,7,20.5,4,2,4
13,290,CRATAEGUS,8,5.0625,3,8,1,1,3
13,290,MAGNOLIA,8,3.875,2,7,2,1,2
13,290,LIRIODENDRON,7,7.571428571428571,3.5,14.5,2,2,3
13,290,CERCIDIPHYLLUM,6,5.708333333333333,3,12.25,1.5,1,3
13,290,CORNUS,5,3.05,3,3.25,1,1,2
13,290,PYRUS,5,3.8,3,4.5,1,1,1
13,290,PARROTIA,4,3,3,3,1,1,1
13,290,PLATANUS,3,14.666666666666666,14,15,4,4,4
13,290,SORBUS,3,3,3,3,1,1,1
13,290,LARIX,2,3,3,3,1,1,1
13,290,PINUS,2,8,7.5,8.5,2,2,2
13,290,SYRINGA,2,3,3,3,1,1,1
13,290,BETULA,1,26,26,26,6,6,6
13,290,CALOCEDRUS,1,9,9,9,1,1,1
13,290,CELTIS,1,3,3,3,1,1,1
13,290,CHAMAECYPARIS,1,43,43,43,5,5,5
13,290,GINKGO,1,3,3,3,1,1,1
13,290,GLEDITSIA,1,6.5,6.5,6.5,3,3,3
13,290,NYSSA,1,6,6,6,3,3,3
13,290,SEQUOIA,1,6,6,6,2,2,2
13,290,THUJA,1,30,30,30,6,6,6
16,215,ACER,54,9.671296296296296,3,30,2,1,7
16,215,MALUS,25,6.91,2.5,11,2,1,2
16,215,QUERCUS,25,7.28,3,17,1,1,4
16,215,PRUNUS,16,11.671875,2.5,33,2,1,5
16,215,FRAXINUS,11,13.659090909090908,2.5,81,2,1,3
16,215,CERCIS,10,3,3,3,1,1,1
16,215,CORNUS,10,5.85,3,12,1,1,2
16,215,MAGNOLIA,6,3.1666666666666665,3,4,1,1,2
16,215,PLATANUS,6,7.583333333333333,3,12,1.5,1,4
16,215,LIRIODENDRON,5,20.5,16,24,4,4,4
16,215,TAXUS,5,16.8,12,24,2,2,2
16,215,LIQUIDAMBAR,4,3,3,3,2,2,2
16,215,STYRAX,4,3,3,3,1,1,1
16,215,BETULA,3,17.5,12,21.5,4,2,5
16,215,CEDRUS,3,12,12,12,2,2,2
16,215,CRATAEGUS,3,3,3,3,1,1,1
16,215,PARROTIA,3,2.8333333333333335,2.5,3,1,1,2
16,215,THUJA,3,10,10,10,2,2,2
16,215,CATALPA,2,17.5,3,32,3.5,2,5
16,215,NYSSA,2,3,3,3,1,1,1
16,215,SYRINGA,2,7.625,3.25,12,2,2,2
16,215,ZELKOVA,2,8.5,8,9,2.5,2,3
16,215,ABIES,1,3,3,3,1,1,1
16,215,AESCULUS,1,3,3,3,1,1,1
16,215,CARPINUS,1,3,3,3,1,1,1
16,215,CERCIDIPHYLLUM,1,5,5,5,2,2,2
16,215,CHAMAECYPARIS,1,14,14,14,4,4,4
16,215,GLEDITSIA,1,3,3,3,2,2,2
16,215,METASEQUOIA,1,18,18,18,4,4,4
16,215,PICEA,1,3,3,3,1,1,1
16,215,PYRUS,1,3,3,3,1,1,1
16,215,SEQUOIA,1,11,11,11,1,1,1
16,215,SEQUOIADENDRON,1,12,12,12,2,2,2
c,186,CARPINUS,77,3.0681818181818183,3,4.75,1,1,1
c,186,ACER,47,5.8138297872340425,3,11,2,1,4
c,186,TILIA,22,11.404545454545454,9,16.5,3,2,4
c,186,PYRUS,15,5.666666666666667,2.75,9,2,1,3
c,186,QUERCUS,7,5.857142857142857,3,7.5,3,1,4
c,186,GINKGO,6,4.583333333333333,3,6,1,1,1
c,186,LIQUIDAMBAR,5,5.5,3.5,9,2,1,2
c,186,DAVIDIA,3,5.583333333333333,4.75,6.5,1,1,1
c,186,PARROTIA,2,3,3,3,1,1,1
c,186,FAGUS,1,3,3,3,1,1,1
c,186,FRAXINUS,1,5,5,5,2,2,2
P,178,ACER,36,4.277777777777778,3,32,1,1,7
P,178,PRUNUS,21,3,3,3,1,1,1
P,178,CORNUS,18,3,3,3,1,1,1
P,178,SYRINGA,17,3,3,3,1,1,1
P,178,CARPINUS,11,3,3,3,1,1,1
P,178,FAGUS,10,3,3,3,1,1,1
P,178,MAGNOLIA,9,3,3,3,1,1,1
P,178,QUERCUS,6,3,3,3,1,1,1
P,178,FRAXINUS,5,4,3,8,1,1,2
P,178,STEWARTIA,5,3,3,3,1,1,1
P,178,CERCIS,4,3,3,3,1,1,1
P,178,PICEA,4,3,3,3,1,1,1
P,178,CERCIDIPHYLLUM,3,3,3,3,1,1,1
P,178,CRATAEGUS,3,3,3,3,1,1,1
P,178,DAVIDIA,3,3,3,3,1,1,1
P,178,MALUS,3,3,3,3,1,1,1
P,178,ULMUS,3,3,3,3,1,1,1
P,178,AMELANCHIER,2,3,3,3,1,1,1
P,178,JUGLANS,2,3,3,3,1,1,1
P,178,MORUS,2,3,3,3,1,1,1
P,178,NYSSA,2,3,3,3,1,1,1
P,178,AESCULUS,1,3,3,3,1,1,1
P,178,EUONYMUS,1,3,3,3,1,1,1
P,178,LABURNUM,1,5,5,5,2,2,2
P,178,PARROTIA,1,3,3,3,1,1,1
P,178,PINUS,1,3,3,3,1,1,1
P,178,SALIX,1,39,39,39,5,5,5
P,178,SORBUS,1,3,3,3,1,1,1
P,178,STYRAX,1,3,3,3,1,1,1
P,178,ZELKOVA,1,3,3,3,1,1,1
50,158,CORNUS,22,26.59090909090909,3,99,4,1,6
50,158,QUERCUS,22,6.568181818181818,0.5,27,2,1,4
50,158,CHAMAECYPARIS,12,22,3,70,5,1,6
50,158,SEQUOIADENDRON,11,26.454545454545453,3,75,2,1,8
50,158,MAGNOLIA,9,3,3,3,2,1,2
50,158,PINUS,9,21.194444444444443,10,33,4,2,4
50,158,ACER,8,5.875,3,13,2,1,4
50,158,PICEA,8,5.1875,3,14,1,1,3
50,158,PRUNUS,5,8.66,3,28.3,2,1,2
50,158,STYRAX,5,3,3,3,1,1,2
50,158,CEDRUS,4,3.75,3,5,2,1,2
50,158,STEWARTIA,4,3.25,3,4,2,1,2
50,158,CATALPA,3,3,3,3,1,1,1
50,158,FAGUS,3,3,3,3,1,1,1
50,158,MALUS,3,3.6666666666666665,3,4,1,1,1
50,158,METASEQUOIA,3,3,3,3,2,1,2
50,158,SORBUS,3,3.5,3,4.5,2,2,2
50,158,THUJA,3,14,3,36,2,2,4
50,158,ARAUCARIA,2,3,3,3,1,1,1
50,158,EUCALYPTUS,2,1.5,1,2,1,1,1
50,158,GLEDITSIA,2,3,3,3,1,1,1
50,158,TILIA,2,3,3,3,2,2,2
50,158,ULMUS,2,18,12,24,3,3,3
50,158,ABIES,1,18,18,18,3,3,3
50,158,AESCULUS,1,3,3,3,2,2,2
50,158,AMELANCHIER,1,3,3,3,1,1,1
50,158,CALOCEDRUS,1,3,3,3,6,6,6
50,158,CARPINUS,1,3.75,3.75,3.75,2,2,2
50,158,CRATAEGUS,1,2,2,2,1,1,1
50,158,LARIX,1,18,18,18,4,4,4
50,158,MANGLIETIA,1,3,3,3,1,1,1
50,158,PARROTIA,1,3,3,3,1,1,1
50,158,PAULOWNIA,1,9,9,9,3,3,3
50,158,TRACHYCARPUS,1,4,4,4,1,1,1
b,149,ACER,37,9.094594594594595,3,37,1,1,5
b,149,PRUNUS,16,5.875,3,13,1,1,3
b,149,PYRUS,15,4.983333333333333,3.8,8,3,2,3
b,149,CARPINUS,13,6,3.25,9,2,1,2
b,149,MAGNOLIA,10,3.5,3,6,1,1,1
b,149,STYRAX,9,3,3,3,1,1,1
b,149,TILIA,9,8.055555555555555,5.5,11,3,3,3
b,149,MALUS,7,9.1,8,10,2,1,6
b,149,CORNUS,6,3,3,3,1,1,1
b,149,ULMUS,6,3.9166666666666665,3.25,4.5,1,1,1
b,149,QUERCUS,4,3,3,3,1,1,1
b,149,BETULA,3,8.666666666666666,8,10,3,3,3
b,149,CRATAEGUS,3,18,16,20,3,3,3
b,149,GLEDITSIA,3,9,4,12,4,1,4
b,149,ALNUS,1,25,25,25,6,6,6
b,149,CATALPA,1,7,7,7,2,2,2
b,149,CERCIDIPHYLLUM,1,11.5,11.5,11.5,3,3,3
b,149,GINKGO,1,4,4,4,1,1,1
b,149,LIQUIDAMBAR,1,8,8,8,2,2,2
b,149,METASEQUOIA,1,12,12,12,3,3,3
b,149,PARROTIA,1,16,16,16,3,3,3
b,149,ZELKOVA,1,4,4,4,1,1,1
17,102,ACER,17,11.014705882352942,3,86,2,1,4
17,102,FAGUS,14,13.607142857142858,2,20,2,1,4
17,102,PRUNUS,14,15.178571428571429,3,23,2,1,3
17,102,CEDRUS,13,17.5,4,33,3,2,4
17,102,CHAMAECYPARIS,11,13.772727272727273,1,35,3,2,7
17,102,TILIA,8,8.81875,4,11.75,3,2,4
17,102,TAXUS,7,15.214285714285714,13,18,2,2,2
17,102,SYRINGA,6,2.375,2,3,1.5,1,2
17,102,CARPINUS,2,3,2,4,1,1,1
17,102,CORNUS,2,3.25,3,3.5,1.5,1,2
17,102,CRATAEGUS,2,6,3,9,2,2,2
17,102,STYRAX,2,3,3,3,2,2,2
17,102,BETULA,1,15,15,15,5,5,5
17,102,CERCIDIPHYLLUM,1,8.5,8.5,8.5,2,2,2
17,102,MAGNOLIA,1,20,20,20,2,2,2
17,102,PINUS,1,12,12,12,2,2,2
34,81,CRATAEGUS,17,3.3823529411764706,3,6,2,2,2
34,81,ACER,14,3.482142857142857,3,5.5,2,1,2
34,81,CHAMAECYPARIS,7,6.892857142857143,3,12.25,2,2,2
34,81,FAGUS,7,5.5,3,10.5,2,2,3
34,81,METASEQUOIA,6,4.375,3,5.25,2,2,2
34,81,SEQUOIADENDRON,5,9.35,4.75,26,3,2,4
34,81,MAGNOLIA,4,3,3,3,2,2,4
34,81,MALUS,4,2.875,2.5,3,2,2,2
34,81,PRUNUS,4,10,9,11.5,1,1,1
34,81,CARPINUS,3,4.083333333333333,3,5,2,2,2
34,81,LIRIODENDRON,3,3.5,3,4,2,2,2
34,81,QUERCUS,3,14.833333333333334,10.5,21,3,2,6
34,81,PICEA,1,3,3,3,2,2,2
34,81,PLATANUS,1,3,3,3,1,1,1
34,81,STEWARTIA,1,3,3,3,2,2,2
34,81,TILIA,1,4.25,4.25,4.25,2,2,2
n,64,ACER,19,3.9210526315789473,3,7,1,1,2
n,64,PRUNUS,10,4.325,3,8,1,1,2
n,64,CRATAEGUS,8,3,3,3,1,1,1
n,64,MAGNOLIA,8,3,3,3,1,1,1
n,64,CELTIS,7,3,3,3,1,1,1
n,64,PYRUS,5,3.2,2,4,1,1,1
n,64,CLADRASTIS,3,9,7,11,2,2,2
n,64,HIBISCUS,2,3,3,3,1,1,1
n,64,CARPINUS,1,3,3,3,1,1,1
n,64,SORBUS,1,3,3,3,1,1,1
35,54,PRUNUS,21,3.2023809523809526,3,4,1,1,1
35,54,FAGUS,8,3.25,3,5,1,1,1
35,54,CORNUS,7,3.0714285714285716,3,3.25,1,1,1
35,54,CEDRUS,4,3.25,3,4,1,1,1
35,54,ABIES,2,3,3,3,1,1,1
35,54,CATALPA,2,4,3,5,1,1,1
35,54,PICEA,2,3.25,3,3.5,1,1,1
35,54,PINUS,2,3,3,3,1,1,1
35,54,TAXODIUM,2,3.5,3,4,1,1,1
35,54,ACER,1,3,3,3,1,1,1
35,54,CALOCEDRUS,1,3,3,3,1,1,1
35,54,CHAMAECYPARIS,1,3,3,3,1,1,1
35,54,MAGNOLIA,1,3,3,3,1,1,1
24,43,PRUNUS,7,8.478571428571428,3,22,1,1,2
24,43,LARIX,6,19,12,24,5,4,5
24,43,CATALPA,4,4.5,4.5,4.5,1,1,1
24,43,SEQUOIADENDRON,4,12.25,7,20,2,1,3
24,43,FRAXINUS,3,6.166666666666667,4,8.5,2,2,2
24,43,LIQUIDAMBAR,3,8,7,10,3,3,4
24,43,STEWARTIA,3,3,3,3,1,1,1
24,43,QUERCUS,2,22,21,23,5,5,5
24,43,SORBUS,2,5,5,5,1.5,1,2
24,43,CALOCEDRUS,1,3,3,3,1,1,1
24,43,CELTIS,1,3,3,3,1,1,1
24,43,CHAMAECYPARIS,1,9,9,9,2,2,2
24,43,CORNUS,1,4,4,4,1,1,1
24,43,LIRIODENDRON,1,3,3,3,1,1,1
24,43,NYSSA,1,3,3,3,2,2,2
24,43,PLATANUS,1,3,3,3,1,1,1
24,43,PSEUDOTSUGA,1,3,3,3,1,1,1
24,43,TILIA,1,9,9,9,2,2,2
M,41,ACER,9,5.888888888888889,3,10,2,1,3
M,41,PRUNUS,8,3.875,3,5.5,1,1,2
M,41,FAGUS,5,4.6,3,6,1,1,1
M,41,CEDRUS,3,4.333333333333333,3,6,1,1,1
M,41,EUONYMUS,3,3.3333333333333335,3,3.5,1,1,1
M,41,MANGLIETIA,3,3.3333333333333335,3,4,1,1,1
M,41,BETULA,1,3,3,3,2,2,2
M,41,CARPINUS,1,4,4,4,1,1,1
M,41,CERCIDIPHYLLUM,1,3,3,3,1,1,1
M,41,LARIX,1,3,3,3,1,1,1
M,41,MAGNOLIA,1,3,3,3,1,1,1
M,41,METASEQUOIA,1,3,3,3,1,1,1
M,41,PARROTIA,1,3,3,3,1,1,1
M,41,PICEA,1,5,5,5,2,2,2
M,41,SEQUOIADENDRON,1,3,3,3,1,1,1
M,41,TAXUS,1,6,6,6,2,2,2
1,33,ACER,8,9.75,3,20,2.5,1,4
1,33,FRAXINUS,6,3.2083333333333335,3,4.25,1,1,2
1,33,TILIA,6,10,7,14,3,3,4
1,33,PRUNUS,4,21,11,34.5,2.5,2,6
1,33,PARROTIA,3,4,4,4,1,1,1
1,33,CERCIDIPHYLLUM,2,17.75,14,21.5,5,2,8
1,33,CORNUS,1,3,3,3,3,3,3
1,33,CRATAEGUS,1,10,10,10,3,3,3
1,33,PINUS,1,15,15,15,2,2,2
1,33,STYRAX,1,4,4,4,1,1,1
g,26,ACER,26,6.836538461538462,3,10.5,3,1,4
19,23,ACER,5,13.6,6,23,3,3,4
19,23,CARPINUS,3,18,16,19,4,4,4
19,23,CEDRUS,3,23.666666666666668,22,26,5,5,5
19,23,QUERCUS,3,7.666666666666667,3.5,10,2,1,2
19,23,MAGNOLIA,2,4.75,3,6.5,1.5,1,2
19,23,PYRUS,2,4.25,4,4.5,2,2,2
19,23,ROBINIA,2,9.75,9,10.5,2,2,2
19,23,ILEX,1,13.5,13.5,13.5,4,4,4
19,23,PRUNUS,1,14,14,14,3,3,3
19,23,PSEUDOTSUGA,1,24,24,24,3,3,3
22,15,DAVIDIA,6,5.5,3,7,2,2,2
22,15,CRATAEGUS,3,5.166666666666667,4.25,6,1,1,1
22,15,PRUNUS,3,8.166666666666666,3,14.5,2,1,3
22,15,SORBUS,3,3.1666666666666665,3,3.5,2,2,2
27,13,FRAXINUS,11,2.7954545454545454,2.25,3,1,1,1
27,13,PRUNUS,2,3,3,3,1,1,1
75,11,PICEA,5,9,3,18,2,2,4
21,11,CRATAEGUS,3,3,3,3,2,2,2
21,11,PRUNUS,3,11,3,20,3,1,3
75,11,ULMUS,2,21.5,13,30,3,2,4
21,11,CERCIS,1,3,3,3,1,1,1
21,11,FRAXINUS,1,15,15,15,4,4,4
21,11,GYMNOCLADUS,1,3,3,3,1,1,1
21,11,MAGNOLIA,1,3,3,3,2,2,2
21,11,QUERCUS,1,9,9,9,2,2,2
75,11,ACER,1,34,34,34,4,4,4
75,11,CEDRUS,1,36,36,36,5,5,5
75,11,MANGLIETIA,1,2.25,2.25,2.25,1,1,1
75,11,SEQUOIADENDRON,1,7,7,7,2,2,2
45,9,CEDRUS,3,3,3,3,2,1,2
45,9,ABIES,1,3,3,3,1,1,1
45,9,AESCULUS,1,3,3,3,1,1,1
45,9,CRATAEGUS,1,3,3,3,2,2,2
45,9,EUONYMUS,1,3,3,3,2,2,2
45,9,PICEA,1,3,3,3,2,2,2
45,9,SEQUOIADENDRON,1,3,3,3,2,2,2
60,7,CHAMAECYPARIS,3,18,18,18,5,5,5
60,7,CEDRUS,1,2.25,2.25,2.25,1,1,1
60,7,PICEA,1,6,6,6,2,2,2
60,7,SEQUOIA,1,2.25,2.25,2.25,1,1,1
60,7,SEQUOIADENDRON,1,7,7,7,2,2,2
y,3,PYRUS,3,3.25,3.25,3.25,1,1,1
0,3,LIQUIDAMBAR,2,9.5,3,16,3,3,3
0,3,CHAMAECYPARIS,1,13,13,13,3,3,3
26,1,AMELANCHIER,1,3,3,3,1,1,1
32,1,CHAMAECYPARIS,1,20,20,20,5,5,5
